A new study created in RDB with name: XGBRegressor_19256
Trial 11 finished with value: 0.07443795994089411 and parameters: {'max_depth': 1, 'min_child_weight': 3, 'gamma': 0.1908344179144159, 'subsample': 0.5373264795338532, 'colsample_bytree': 0.1878905835814385, 'learning_rate': 0.3885907841050964, 'reg_alpha': 0.04505663257400045, 'reg_lambda': 9.907070951085458}. Best is trial 11 with value: 0.07443795994089411.
Trial 1643 finished with value: 0.07982765361379876 and parameters: {'max_depth': 1, 'min_child_weight': 4, 'gamma': 0.46114064948850675, 'subsample': 0.4891858981213414, 'colsample_bytree': 0.17978642853627047, 'learning_rate': 0.9019509243577372, 'reg_alpha': 4.998678518081401, 'reg_lambda': 0.00013620253488359077}. Best is trial 715 with value: 0.9377859576434285.
Trial 1632 finished with value: 0.36109449121376624 and parameters: {'max_depth': 3, 'min_child_weight': 2, 'gamma': 0.585485352449199, 'subsample': 0.27328477718815924, 'colsample_bytree': 0.8974399530984036, 'learning_rate': 0.5056664662293286, 'reg_alpha': 1.2402846040127262, 'reg_lambda': 0.22006539300209313}. Best is trial 715 with value: 0.9377859576434285.
Trial 1639 finished with value: 0.19491574163111614 and parameters: {'max_depth': 2, 'min_child_weight': 2, 'gamma': 0.6835454101561094, 'subsample': 0.3615534073612896, 'colsample_bytree': 0.7961507239269147, 'learning_rate': 0.9114153820873132, 'reg_alpha': 2.0050698913938843, 'reg_lambda': 1.2835998740623047}. Best is trial 715 with value: 0.9377859576434285.
Trial 1646 finished with value: -0.031681467905050366 and parameters: {'max_depth': 1, 'min_child_weight': 5, 'gamma': 0.12272311115345513, 'subsample': 0.5148323640865107, 'colsample_bytree': 0.07959188825626362, 'learning_rate': 0.8142876656339233, 'reg_alpha': 1.044694046195883, 'reg_lambda': 0.007249543950553751}. Best is trial 715 with value: 0.9377859576434285.
Trial 1614 finished with value: 0.8642389447398535 and parameters: {'max_depth': 8, 'min_child_weight': 5, 'gamma': 0.20808379657305243, 'subsample': 0.8100825756398176, 'colsample_bytree': 0.3980397863835555, 'learning_rate': 0.3372658532459145, 'reg_alpha': 0.007854296489434046, 'reg_lambda': 0.1252003852541414}. Best is trial 715 with value: 0.9377859576434285.
Trial 1628 finished with value: 0.7796209027337688 and parameters: {'max_depth': 4, 'min_child_weight': 2, 'gamma': 0.06988589490512476, 'subsample': 0.3919707156263661, 'colsample_bytree': 0.9431814006907374, 'learning_rate': 0.11673783447098873, 'reg_alpha': 0.2999867089956254, 'reg_lambda': 0.0004837698780965135}. Best is trial 715 with value: 0.9377859576434285.
Trial 1634 finished with value: 0.8021827762600464 and parameters: {'max_depth': 4, 'min_child_weight': 2, 'gamma': 0.44979730823652697, 'subsample': 0.6886192192164631, 'colsample_bytree': 0.7392964844603253, 'learning_rate': 0.8962325504193424, 'reg_alpha': 1.0041147958757517, 'reg_lambda': 0.00012878207054707532}. Best is trial 715 with value: 0.9377859576434285.
Trial 1644 finished with value: 0.486977911883816 and parameters: {'max_depth': 3, 'min_child_weight': 2, 'gamma': 0.006264161981916705, 'subsample': 0.9116538893982343, 'colsample_bytree': 0.10324407521384771, 'learning_rate': 0.34980360579201375, 'reg_alpha': 5.4265227186603, 'reg_lambda': 1.7219352218702972}. Best is trial 715 with value: 0.9377859576434285.
Trial 1651 finished with value: 0.09174919074736035 and parameters: {'max_depth': 1, 'min_child_weight': 3, 'gamma': 0.04112670508677796, 'subsample': 0.8680401517913774, 'colsample_bytree': 0.40776317311349886, 'learning_rate': 0.02835991770027979, 'reg_alpha': 0.00039747344966096804, 'reg_lambda': 0.03172484338053914}. Best is trial 715 with value: 0.9377859576434285.
Trial 1631 finished with value: 0.8007596480296891 and parameters: {'max_depth': 5, 'min_child_weight': 2, 'gamma': 0.09279950169954698, 'subsample': 0.8359152802110796, 'colsample_bytree': 0.27995471562674323, 'learning_rate': 0.4563450795370868, 'reg_alpha': 0.001997922127563073, 'reg_lambda': 0.5905827527707217}. Best is trial 715 with value: 0.9377859576434285.
Trial 1653 finished with value: 0.061048697877981214 and parameters: {'max_depth': 1, 'min_child_weight': 5, 'gamma': 0.778896224648571, 'subsample': 0.32575597305983917, 'colsample_bytree': 0.037248209451410164, 'learning_rate': 0.36311670159172005, 'reg_alpha': 6.679624693000388, 'reg_lambda': 0.00403881289245286}. Best is trial 715 with value: 0.9377859576434285.
Trial 1627 finished with value: 0.8082300768396313 and parameters: {'max_depth': 5, 'min_child_weight': 1, 'gamma': 0.43109832240612267, 'subsample': 0.33232582056111504, 'colsample_bytree': 0.980355804785653, 'learning_rate': 0.4798241028735293, 'reg_alpha': 5.030529615997925, 'reg_lambda': 0.00034480169342358455}. Best is trial 715 with value: 0.9377859576434285.
Trial 1633 finished with value: 0.817066088805011 and parameters: {'max_depth': 5, 'min_child_weight': 1, 'gamma': 0.29606963159570376, 'subsample': 0.8428974823974178, 'colsample_bytree': 0.4004915777178494, 'learning_rate': 0.20621843495292602, 'reg_alpha': 3.9258646534071024, 'reg_lambda': 0.006384789160698482}. Best is trial 715 with value: 0.9377859576434285.
Trial 1635 finished with value: 0.5374036917597984 and parameters: {'max_depth': 10, 'min_child_weight': 2, 'gamma': 0.5698526303090108, 'subsample': 0.261754517765608, 'colsample_bytree': 0.14344625894336638, 'learning_rate': 0.3105357355104452, 'reg_alpha': 8.54241682839634, 'reg_lambda': 0.001276491325034195}. Best is trial 715 with value: 0.9377859576434285.
Trial 1625 finished with value: 0.8630675405572471 and parameters: {'max_depth': 9, 'min_child_weight': 2, 'gamma': 0.20363547498443302, 'subsample': 0.4438982257586749, 'colsample_bytree': 0.8154777209271984, 'learning_rate': 0.5705658001134485, 'reg_alpha': 6.432083287756201, 'reg_lambda': 0.00041570001905725303}. Best is trial 715 with value: 0.9377859576434285.
Trial 1636 finished with value: 0.5511123196702786 and parameters: {'max_depth': 6, 'min_child_weight': 4, 'gamma': 0.13300118460562904, 'subsample': 0.2071545405876788, 'colsample_bytree': 0.34526253703192655, 'learning_rate': 0.1637002052872717, 'reg_alpha': 0.005593120306281598, 'reg_lambda': 0.001973930517935367}. Best is trial 715 with value: 0.9377859576434285.
Trial 1658 finished with value: -0.15816215570109676 and parameters: {'max_depth': 1, 'min_child_weight': 2, 'gamma': 0.2886354844300263, 'subsample': 0.07296729779578737, 'colsample_bytree': 0.7598680611328124, 'learning_rate': 0.40066629602242076, 'reg_alpha': 0.010352638209025324, 'reg_lambda': 1.8650485093496147}. Best is trial 715 with value: 0.9377859576434285.
Trial 1659 finished with value: 0.09265929141626905 and parameters: {'max_depth': 1, 'min_child_weight': 1, 'gamma': 0.11278168551382073, 'subsample': 0.9419918907740128, 'colsample_bytree': 0.27059991440648057, 'learning_rate': 0.29326747293492705, 'reg_alpha': 0.022793537710953663, 'reg_lambda': 0.0020742728174882926}. Best is trial 715 with value: 0.9377859576434285.
Trial 1650 finished with value: 0.44412204621548546 and parameters: {'max_depth': 3, 'min_child_weight': 3, 'gamma': 0.22689458575152932, 'subsample': 0.5522048661425182, 'colsample_bytree': 0.990380204710396, 'learning_rate': 0.9915036249199211, 'reg_alpha': 0.4281621973012243, 'reg_lambda': 0.004332416402303042}. Best is trial 715 with value: 0.9377859576434285.
Trial 1619 finished with value: 0.834734787802285 and parameters: {'max_depth': 9, 'min_child_weight': 1, 'gamma': 0.8801048341874086, 'subsample': 0.6259099285779005, 'colsample_bytree': 0.39010430649806127, 'learning_rate': 0.01896411689944666, 'reg_alpha': 0.00015843788899025903, 'reg_lambda': 0.007109691029754579}. Best is trial 715 with value: 0.9377859576434285.
Trial 1637 finished with value: 0.37744255269763194 and parameters: {'max_depth': 9, 'min_child_weight': 4, 'gamma': 0.10023027043193589, 'subsample': 0.28886717247537996, 'colsample_bytree': 0.1891797345593168, 'learning_rate': 0.5637252899851627, 'reg_alpha': 3.072319855672206, 'reg_lambda': 0.0005495990390026262}. Best is trial 715 with value: 0.9377859576434285.
Trial 1630 finished with value: 0.7802343776343033 and parameters: {'max_depth': 10, 'min_child_weight': 4, 'gamma': 0.7303497927925864, 'subsample': 0.7541109900790642, 'colsample_bytree': 0.18195845299715108, 'learning_rate': 0.46985459668500873, 'reg_alpha': 0.6594298310702923, 'reg_lambda': 0.2940489406898674}. Best is trial 715 with value: 0.9377859576434285.
Trial 1648 finished with value: 0.8246989075577023 and parameters: {'max_depth': 4, 'min_child_weight': 3, 'gamma': 0.7650978312858423, 'subsample': 0.7771737961728207, 'colsample_bytree': 0.795543503099794, 'learning_rate': 0.6956795437302259, 'reg_alpha': 1.976630006223684, 'reg_lambda': 0.00010887084579804469}. Best is trial 715 with value: 0.9377859576434285.
Trial 1652 finished with value: 0.08084010673951106 and parameters: {'max_depth': 9, 'min_child_weight': 4, 'gamma': 0.7483725531282889, 'subsample': 0.9456670315463541, 'colsample_bytree': 0.026615139150998668, 'learning_rate': 0.7134204325594478, 'reg_alpha': 0.0008131496705019276, 'reg_lambda': 0.7301521284871805}. Best is trial 715 with value: 0.9377859576434285.
Trial 1649 finished with value: 0.6812011933911172 and parameters: {'max_depth': 4, 'min_child_weight': 2, 'gamma': 0.3084127482137312, 'subsample': 0.2675136931146411, 'colsample_bytree': 0.9544872223803986, 'learning_rate': 0.4447237265535968, 'reg_alpha': 0.025592015667264004, 'reg_lambda': 0.7077611863810301}. Best is trial 715 with value: 0.9377859576434285.
Trial 1664 finished with value: -0.22399599184198585 and parameters: {'max_depth': 1, 'min_child_weight': 3, 'gamma': 0.5435931304128409, 'subsample': 0.19657661610282373, 'colsample_bytree': 0.8778415442299449, 'learning_rate': 0.7695543718656577, 'reg_alpha': 0.010309437992526638, 'reg_lambda': 1.0005376812575153}. Best is trial 715 with value: 0.9377859576434285.
Trial 1640 finished with value: 0.1624078403754526 and parameters: {'max_depth': 10, 'min_child_weight': 3, 'gamma': 0.18801122822428695, 'subsample': 0.4071906854385633, 'colsample_bytree': 0.14168007599780885, 'learning_rate': 0.8648592048983152, 'reg_alpha': 0.001801828315669382, 'reg_lambda': 0.5303151937957356}. Best is trial 715 with value: 0.9377859576434285.
Trial 1642 finished with value: 0.8183260603498137 and parameters: {'max_depth': 6, 'min_child_weight': 5, 'gamma': 0.4298452015351586, 'subsample': 0.4635882113703701, 'colsample_bytree': 0.9243189455877662, 'learning_rate': 0.7622736408736318, 'reg_alpha': 0.0284860271473215, 'reg_lambda': 0.006731849823689162}. Best is trial 715 with value: 0.9377859576434285.
Trial 1665 finished with value: 0.3880543621285567 and parameters: {'max_depth': 2, 'min_child_weight': 4, 'gamma': 0.7382402548261928, 'subsample': 0.4303087363560708, 'colsample_bytree': 0.4288321025613915, 'learning_rate': 0.4146896785957822, 'reg_alpha': 1.2848437654509253, 'reg_lambda': 0.06439224066951228}. Best is trial 715 with value: 0.9377859576434285.
Trial 1671 finished with value: 0.08677104797948251 and parameters: {'max_depth': 1, 'min_child_weight': 2, 'gamma': 0.7556907638437578, 'subsample': 0.7757289911294942, 'colsample_bytree': 0.1647091200648887, 'learning_rate': 0.4039867857322471, 'reg_alpha': 0.0054635513565060145, 'reg_lambda': 4.028390340845919}. Best is trial 715 with value: 0.9377859576434285.
Trial 1624 finished with value: 0.9072392114065706 and parameters: {'max_depth': 8, 'min_child_weight': 2, 'gamma': 0.9692281124591086, 'subsample': 0.8435271616598669, 'colsample_bytree': 0.7092827884844184, 'learning_rate': 0.4109544894053605, 'reg_alpha': 0.005021235961404216, 'reg_lambda': 8.82614688411895}. Best is trial 715 with value: 0.9377859576434285.
Trial 1647 finished with value: 0.7935404859527576 and parameters: {'max_depth': 6, 'min_child_weight': 5, 'gamma': 0.41645094306942165, 'subsample': 0.6993818013676174, 'colsample_bytree': 0.36544249860676414, 'learning_rate': 0.7323974415356482, 'reg_alpha': 0.055303135905084524, 'reg_lambda': 0.0010830569628525269}. Best is trial 715 with value: 0.9377859576434285.
Trial 1672 finished with value: 0.04741254014536228 and parameters: {'max_depth': 1, 'min_child_weight': 2, 'gamma': 0.6975969966576788, 'subsample': 0.37065880578496224, 'colsample_bytree': 0.35280749352864005, 'learning_rate': 0.916225062977848, 'reg_alpha': 0.013295198200857176, 'reg_lambda': 0.30316742670892244}. Best is trial 715 with value: 0.9377859576434285.
Trial 1655 finished with value: 0.3605311296550094 and parameters: {'max_depth': 6, 'min_child_weight': 4, 'gamma': 0.526432191250907, 'subsample': 0.24600995692565986, 'colsample_bytree': 0.12301569583198524, 'learning_rate': 0.38713708390635626, 'reg_alpha': 0.027086207735838738, 'reg_lambda': 0.0036585126196407923}. Best is trial 715 with value: 0.9377859576434285.
Trial 1666 finished with value: -12.010191640782686 and parameters: {'max_depth': 4, 'min_child_weight': 5, 'gamma': 0.5315851434059623, 'subsample': 0.0733370990481863, 'colsample_bytree': 0.9718182805809483, 'learning_rate': 0.867559287978237, 'reg_alpha': 0.05044570445580745, 'reg_lambda': 2.98830381911085}. Best is trial 715 with value: 0.9377859576434285.
Trial 1645 finished with value: 0.8286200780970494 and parameters: {'max_depth': 9, 'min_child_weight': 2, 'gamma': 0.5347948754258495, 'subsample': 0.6951221963068731, 'colsample_bytree': 0.2035831115418385, 'learning_rate': 0.41755579089399963, 'reg_alpha': 0.003449479896607069, 'reg_lambda': 0.03354041426802223}. Best is trial 715 with value: 0.9377859576434285.
Trial 1656 finished with value: 0.7720373706151067 and parameters: {'max_depth': 5, 'min_child_weight': 5, 'gamma': 0.34081598423175163, 'subsample': 0.4170982735398031, 'colsample_bytree': 0.9108442613219593, 'learning_rate': 0.4290866590927127, 'reg_alpha': 0.14798144766451424, 'reg_lambda': 9.355974421549272}. Best is trial 715 with value: 0.9377859576434285.
Trial 1670 finished with value: 0.6518370895791756 and parameters: {'max_depth': 3, 'min_child_weight': 2, 'gamma': 0.9267451600565744, 'subsample': 0.7463240990772101, 'colsample_bytree': 0.9363693224898081, 'learning_rate': 0.11296523122942981, 'reg_alpha': 0.09451751962834935, 'reg_lambda': 0.6718138607929725}. Best is trial 715 with value: 0.9377859576434285.
Trial 1676 finished with value: 0.4565245621320358 and parameters: {'max_depth': 2, 'min_child_weight': 2, 'gamma': 0.7676231222798359, 'subsample': 0.46446265964624267, 'colsample_bytree': 0.49289035785199664, 'learning_rate': 0.2002012774464209, 'reg_alpha': 0.004753521686023201, 'reg_lambda': 0.00029763027981430195}. Best is trial 715 with value: 0.9377859576434285.
Trial 1677 finished with value: 0.32357581350384185 and parameters: {'max_depth': 2, 'min_child_weight': 5, 'gamma': 0.9278573482758217, 'subsample': 0.21395121355830748, 'colsample_bytree': 0.5602185557788681, 'learning_rate': 0.3395910249852684, 'reg_alpha': 0.0001122239357741838, 'reg_lambda': 0.04449400845662879}. Best is trial 715 with value: 0.9377859576434285.
Trial 1668 finished with value: 0.00018735989950728892 and parameters: {'max_depth': 10, 'min_child_weight': 2, 'gamma': 0.02998462454282813, 'subsample': 0.4064255176757854, 'colsample_bytree': 0.046094623886257846, 'learning_rate': 0.7978869224726082, 'reg_alpha': 0.14287023410677835, 'reg_lambda': 1.3228819672232361}. Best is trial 715 with value: 0.9377859576434285.
Trial 1673 finished with value: 0.6884888692575497 and parameters: {'max_depth': 3, 'min_child_weight': 1, 'gamma': 0.6262612604966051, 'subsample': 0.5931596087545903, 'colsample_bytree': 0.8944744321456073, 'learning_rate': 0.25109907398694087, 'reg_alpha': 2.694531198287264, 'reg_lambda': 0.009471241035599412}. Best is trial 715 with value: 0.9377859576434285.
Trial 1660 finished with value: -932.9493471243428 and parameters: {'max_depth': 5, 'min_child_weight': 1, 'gamma': 0.9338085200394567, 'subsample': 0.28041144839285803, 'colsample_bytree': 0.7918618191702137, 'learning_rate': 0.6847345580736528, 'reg_alpha': 0.8220618245246916, 'reg_lambda': 0.013175608344026559}. Best is trial 715 with value: 0.9377859576434285.
Trial 1684 finished with value: -0.25700143940952547 and parameters: {'max_depth': 1, 'min_child_weight': 4, 'gamma': 0.9678181947195896, 'subsample': 0.11031780019669102, 'colsample_bytree': 0.8667795747661048, 'learning_rate': 0.4649518075521798, 'reg_alpha': 0.40919094258114946, 'reg_lambda': 0.005249103579565771}. Best is trial 715 with value: 0.9377859576434285.
Trial 1683 finished with value: -1.2235038580036373 and parameters: {'max_depth': 6, 'min_child_weight': 1, 'gamma': 0.2846821011551125, 'subsample': 0.004721260547302819, 'colsample_bytree': 0.4305756127569327, 'learning_rate': 0.17738437673849983, 'reg_alpha': 0.000984258311603848, 'reg_lambda': 0.026739600477686143}. Best is trial 715 with value: 0.9377859576434285.
Trial 1654 finished with value: 0.8582806320548452 and parameters: {'max_depth': 8, 'min_child_weight': 5, 'gamma': 0.3828860070176424, 'subsample': 0.44376747093833835, 'colsample_bytree': 0.9133379153714668, 'learning_rate': 0.38995005364055824, 'reg_alpha': 5.0602459028234374, 'reg_lambda': 0.0031893805346745684}. Best is trial 715 with value: 0.9377859576434285.
Trial 1675 finished with value: -0.5398285555372583 and parameters: {'max_depth': 3, 'min_child_weight': 3, 'gamma': 0.05182474940731285, 'subsample': 0.25957695198588215, 'colsample_bytree': 0.4559190161401694, 'learning_rate': 0.6836810073571576, 'reg_alpha': 0.012355967776347516, 'reg_lambda': 0.04208176140937108}. Best is trial 715 with value: 0.9377859576434285.
Trial 1686 finished with value: 0.07204913759033776 and parameters: {'max_depth': 1, 'min_child_weight': 1, 'gamma': 0.4540325691452193, 'subsample': 0.3432589565616124, 'colsample_bytree': 0.5646423083636999, 'learning_rate': 0.392967182623863, 'reg_alpha': 0.020834937863677287, 'reg_lambda': 0.0006226955697350061}. Best is trial 715 with value: 0.9377859576434285.
Trial 1662 finished with value: 0.6843223904064584 and parameters: {'max_depth': 8, 'min_child_weight': 5, 'gamma': 0.6375792895773346, 'subsample': 0.8060106877262218, 'colsample_bytree': 0.17850695554594764, 'learning_rate': 0.6490494730003391, 'reg_alpha': 0.006758217593828574, 'reg_lambda': 0.005204712537898009}. Best is trial 715 with value: 0.9377859576434285.
Trial 1689 finished with value: -0.18990802939196472 and parameters: {'max_depth': 1, 'min_child_weight': 3, 'gamma': 0.7574784075034259, 'subsample': 0.12430270458706538, 'colsample_bytree': 0.1876430797234485, 'learning_rate': 0.4774416851332124, 'reg_alpha': 0.0035947800216546365, 'reg_lambda': 0.001164964578837116}. Best is trial 715 with value: 0.9377859576434285.
Trial 1663 finished with value: 0.8714773581537809 and parameters: {'max_depth': 8, 'min_child_weight': 4, 'gamma': 0.8290991637857001, 'subsample': 0.6749692209196128, 'colsample_bytree': 0.9942555557316856, 'learning_rate': 0.7819579828033125, 'reg_alpha': 9.467364391000334, 'reg_lambda': 0.9168967113451189}. Best is trial 715 with value: 0.9377859576434285.
Trial 1661 finished with value: 0.8955976144450473 and parameters: {'max_depth': 10, 'min_child_weight': 2, 'gamma': 0.4218161993395133, 'subsample': 0.3765389849900922, 'colsample_bytree': 0.8888992148625927, 'learning_rate': 0.5166613645595001, 'reg_alpha': 6.429326601246516, 'reg_lambda': 0.03058299113894116}. Best is trial 715 with value: 0.9377859576434285.
Trial 1678 finished with value: 0.47099982771667787 and parameters: {'max_depth': 5, 'min_child_weight': 4, 'gamma': 0.273317218899195, 'subsample': 0.7248461434788994, 'colsample_bytree': 0.1244234626024866, 'learning_rate': 0.3958996285102552, 'reg_alpha': 1.1045196760954425, 'reg_lambda': 0.00032805013593167594}. Best is trial 715 with value: 0.9377859576434285.
Trial 1690 finished with value: 0.3099081381571067 and parameters: {'max_depth': 2, 'min_child_weight': 4, 'gamma': 0.47929551015603056, 'subsample': 0.21686683947253882, 'colsample_bytree': 0.6683808376326396, 'learning_rate': 0.5335667588714444, 'reg_alpha': 0.010332647044919499, 'reg_lambda': 7.655742147912584}. Best is trial 715 with value: 0.9377859576434285.
Trial 1695 finished with value: -3.37735342812335 and parameters: {'max_depth': 7, 'min_child_weight': 5, 'gamma': 0.20276220275391266, 'subsample': 0.03713829714632466, 'colsample_bytree': 0.3351171869473323, 'learning_rate': 0.6282135105347999, 'reg_alpha': 0.03900627592924229, 'reg_lambda': 0.19517508213311469}. Best is trial 715 with value: 0.9377859576434285.
Trial 1641 finished with value: 0.9102086621562897 and parameters: {'max_depth': 9, 'min_child_weight': 2, 'gamma': 0.19449093380431437, 'subsample': 0.7761161287801845, 'colsample_bytree': 0.8132008724508462, 'learning_rate': 0.6022319231701546, 'reg_alpha': 0.0007271618014741501, 'reg_lambda': 0.010236187757955338}. Best is trial 715 with value: 0.9377859576434285.
Trial 1657 finished with value: 0.8062279459394569 and parameters: {'max_depth': 8, 'min_child_weight': 2, 'gamma': 0.9656330463201938, 'subsample': 0.3986998304003123, 'colsample_bytree': 0.7065328214375334, 'learning_rate': 0.6716500161225328, 'reg_alpha': 0.12803985806311816, 'reg_lambda': 0.24733162140082338}. Best is trial 715 with value: 0.9377859576434285.
Trial 1667 finished with value: 0.8121883773631452 and parameters: {'max_depth': 8, 'min_child_weight': 2, 'gamma': 0.34459957947512676, 'subsample': 0.4527805702170439, 'colsample_bytree': 0.32427834927562915, 'learning_rate': 0.2943196818596976, 'reg_alpha': 0.0016751943037849046, 'reg_lambda': 2.499480169614131}. Best is trial 715 with value: 0.9377859576434285.
Trial 1694 finished with value: 0.6186155701006036 and parameters: {'max_depth': 3, 'min_child_weight': 4, 'gamma': 0.5014648951007397, 'subsample': 0.9253940786379087, 'colsample_bytree': 0.4529309773582545, 'learning_rate': 0.1616880532264875, 'reg_alpha': 0.7245118975543532, 'reg_lambda': 0.026512777250253153}. Best is trial 715 with value: 0.9377859576434285.
Trial 1682 finished with value: 0.4181027649300266 and parameters: {'max_depth': 7, 'min_child_weight': 4, 'gamma': 0.7657616234568599, 'subsample': 0.26117194606903416, 'colsample_bytree': 0.22294492998357063, 'learning_rate': 0.6065843421139068, 'reg_alpha': 0.1690297511065545, 'reg_lambda': 2.390537518853242}. Best is trial 715 with value: 0.9377859576434285.
Trial 1674 finished with value: 0.5534295741513382 and parameters: {'max_depth': 9, 'min_child_weight': 3, 'gamma': 0.4372346686613444, 'subsample': 0.24177132947668167, 'colsample_bytree': 0.35402810945555074, 'learning_rate': 0.35630034251993503, 'reg_alpha': 0.0015006172858806177, 'reg_lambda': 0.16209544043396962}. Best is trial 715 with value: 0.9377859576434285.
Trial 1693 finished with value: -0.02568151201498372 and parameters: {'max_depth': 6, 'min_child_weight': 3, 'gamma': 0.7219646837907904, 'subsample': 0.5207902278416674, 'colsample_bytree': 0.03657110137768049, 'learning_rate': 0.9929060427166829, 'reg_alpha': 0.02968972920611425, 'reg_lambda': 0.010492020400496443}. Best is trial 715 with value: 0.9377859576434285.
Trial 1701 finished with value: 0.438150852307102 and parameters: {'max_depth': 2, 'min_child_weight': 5, 'gamma': 0.33151433354479976, 'subsample': 0.5196164158319625, 'colsample_bytree': 0.2168328139211788, 'learning_rate': 0.2435718420639852, 'reg_alpha': 0.00014046922062161085, 'reg_lambda': 4.388677625356147}. Best is trial 715 with value: 0.9377859576434285.
Trial 1680 finished with value: -6.313670785233821 and parameters: {'max_depth': 10, 'min_child_weight': 5, 'gamma': 0.9470548494109424, 'subsample': 0.2335030839724731, 'colsample_bytree': 0.9691584183167433, 'learning_rate': 0.7141148325263172, 'reg_alpha': 0.003627988620467954, 'reg_lambda': 0.00026955733438648315}. Best is trial 715 with value: 0.9377859576434285.
Trial 1669 finished with value: 0.9113423264820035 and parameters: {'max_depth': 7, 'min_child_weight': 1, 'gamma': 0.8591207334310145, 'subsample': 0.8345198975830506, 'colsample_bytree': 0.7613810981766309, 'learning_rate': 0.2596728704367298, 'reg_alpha': 0.0002861408768303072, 'reg_lambda': 0.025688619842785695}. Best is trial 715 with value: 0.9377859576434285.
Trial 1692 finished with value: 0.6429804445013289 and parameters: {'max_depth': 5, 'min_child_weight': 5, 'gamma': 0.46007807867118844, 'subsample': 0.6700979364860045, 'colsample_bytree': 0.2596542454380335, 'learning_rate': 0.9554923349945091, 'reg_alpha': 0.48268346292748854, 'reg_lambda': 0.0011469059132419095}. Best is trial 715 with value: 0.9377859576434285.
Trial 1709 finished with value: 0.081796360393016 and parameters: {'max_depth': 1, 'min_child_weight': 2, 'gamma': 0.5880322198818301, 'subsample': 0.7055373749010223, 'colsample_bytree': 0.058137620553882274, 'learning_rate': 0.26390395639227193, 'reg_alpha': 0.3426951935915851, 'reg_lambda': 0.00017309859724231303}. Best is trial 715 with value: 0.9377859576434285.
Trial 1699 finished with value: 0.7092008059027393 and parameters: {'max_depth': 4, 'min_child_weight': 3, 'gamma': 0.27260611229738296, 'subsample': 0.647395125674799, 'colsample_bytree': 0.31642218318364934, 'learning_rate': 0.279554214889146, 'reg_alpha': 0.01067270327495529, 'reg_lambda': 0.0001319133735883717}. Best is trial 715 with value: 0.9377859576434285.
Trial 1700 finished with value: 0.6838460494355426 and parameters: {'max_depth': 4, 'min_child_weight': 1, 'gamma': 0.9760882150404954, 'subsample': 0.8193359172710595, 'colsample_bytree': 0.22634408991746024, 'learning_rate': 0.5880751580557424, 'reg_alpha': 0.000666934035277798, 'reg_lambda': 0.005645918712014738}. Best is trial 715 with value: 0.9377859576434285.
Trial 1702 finished with value: -420221.0672024119 and parameters: {'max_depth': 4, 'min_child_weight': 5, 'gamma': 0.996245927424748, 'subsample': 0.08490389706331758, 'colsample_bytree': 0.9809897467671165, 'learning_rate': 0.7842570045255776, 'reg_alpha': 7.063431218227129, 'reg_lambda': 0.00030811306327570894}. Best is trial 715 with value: 0.9377859576434285.
Trial 1698 finished with value: 0.7551422663552976 and parameters: {'max_depth': 4, 'min_child_weight': 4, 'gamma': 0.9693121553283826, 'subsample': 0.5370463229957856, 'colsample_bytree': 0.7372969951495562, 'learning_rate': 0.32303246796014295, 'reg_alpha': 0.0001113266260580194, 'reg_lambda': 0.027571410133933716}. Best is trial 715 with value: 0.9377859576434285.
Trial 1708 finished with value: 0.4811520476093288 and parameters: {'max_depth': 2, 'min_child_weight': 4, 'gamma': 0.6587289250357771, 'subsample': 0.8581433177170781, 'colsample_bytree': 0.5848037555042097, 'learning_rate': 0.3201078547075691, 'reg_alpha': 0.0007801936294591801, 'reg_lambda': 5.272942444048715}. Best is trial 715 with value: 0.9377859576434285.
Trial 1691 finished with value: 0.6543866339940589 and parameters: {'max_depth': 9, 'min_child_weight': 5, 'gamma': 0.25022159688629, 'subsample': 0.22466040439110158, 'colsample_bytree': 0.5760033188284452, 'learning_rate': 0.1470398228238291, 'reg_alpha': 0.033128213440672634, 'reg_lambda': 0.00013337457252849823}. Best is trial 715 with value: 0.9377859576434285.
Trial 1704 finished with value: 0.010021122947643457 and parameters: {'max_depth': 10, 'min_child_weight': 3, 'gamma': 0.6357759209534123, 'subsample': 0.31574119922127974, 'colsample_bytree': 0.0010801585355372234, 'learning_rate': 0.8995272128809036, 'reg_alpha': 5.081826219476307, 'reg_lambda': 0.00016910736105333823}. Best is trial 715 with value: 0.9377859576434285.
Trial 1706 finished with value: -3.1069188159284216e+36 and parameters: {'max_depth': 4, 'min_child_weight': 1, 'gamma': 0.7590304415363389, 'subsample': 0.030568240167130334, 'colsample_bytree': 0.8978358191057185, 'learning_rate': 0.8742932936003753, 'reg_alpha': 0.0009250990120697512, 'reg_lambda': 0.3243792073825539}. Best is trial 715 with value: 0.9377859576434285.
Trial 1685 finished with value: 0.7411295232859691 and parameters: {'max_depth': 8, 'min_child_weight': 2, 'gamma': 0.04045801771579138, 'subsample': 0.5225384252764486, 'colsample_bytree': 0.4814037603644955, 'learning_rate': 0.9674008712737139, 'reg_alpha': 0.6366371196532699, 'reg_lambda': 0.0005577018045854236}. Best is trial 715 with value: 0.9377859576434285.
