A new study created in RDB with name: XGBRegressor_6531
Trial 17 finished with value: 0.4467439670228604 and parameters: {'max_depth': 9, 'min_child_weight': 4, 'gamma': 0.8869700038235654, 'subsample': 0.012102099265793198, 'colsample_bytree': 0.4559829485685656, 'learning_rate': 0.851666569233345, 'reg_alpha': 0.0009398634107741563, 'reg_lambda': 2.1210423643248144}. Best is trial 17 with value: 0.4467439670228604.
Trial 588 finished with value: 0.7886007171605735 and parameters: {'max_depth': 8, 'min_child_weight': 5, 'gamma': 0.9848939595455624, 'subsample': 0.25289109180898595, 'colsample_bytree': 0.1005735236094275, 'learning_rate': 0.19080161079249203, 'reg_alpha': 0.01583293962626608, 'reg_lambda': 0.004718657565400419}. Best is trial 393 with value: 0.815969010791617.
Trial 590 finished with value: 0.8162745702907286 and parameters: {'max_depth': 5, 'min_child_weight': 4, 'gamma': 0.998025317260074, 'subsample': 0.7975501846338738, 'colsample_bytree': 0.23181593460897842, 'learning_rate': 0.0171989506706145, 'reg_alpha': 3.0620689326670485, 'reg_lambda': 0.0025634457372084906}. Best is trial 590 with value: 0.8162745702907286.
Trial 594 finished with value: 0.710327589563048 and parameters: {'max_depth': 4, 'min_child_weight': 1, 'gamma': 0.09605407518068321, 'subsample': 0.854631342548087, 'colsample_bytree': 0.1642972687934785, 'learning_rate': 0.9395003933680888, 'reg_alpha': 8.283251701940829, 'reg_lambda': 0.004763202013325031}. Best is trial 590 with value: 0.8162745702907286.
Trial 591 finished with value: 0.32495142228007223 and parameters: {'max_depth': 10, 'min_child_weight': 2, 'gamma': 0.6946189214020619, 'subsample': 0.10305599330317738, 'colsample_bytree': 0.3593821871691063, 'learning_rate': 0.5492215577499258, 'reg_alpha': 0.004707104162925826, 'reg_lambda': 2.1432730660671764}. Best is trial 590 with value: 0.8162745702907286.
Trial 602 finished with value: 0.7984611132964942 and parameters: {'max_depth': 2, 'min_child_weight': 3, 'gamma': 0.538188558168834, 'subsample': 0.08588484002030228, 'colsample_bytree': 0.7385945691030029, 'learning_rate': 0.040969328629831825, 'reg_alpha': 0.04475829725361153, 'reg_lambda': 0.0009956109231448128}. Best is trial 590 with value: 0.8162745702907286.
Trial 595 finished with value: 0.7904652299698763 and parameters: {'max_depth': 4, 'min_child_weight': 3, 'gamma': 0.7209048900209587, 'subsample': 0.5440272620905517, 'colsample_bytree': 0.264540721898336, 'learning_rate': 0.10166251787240488, 'reg_alpha': 0.11989937773728161, 'reg_lambda': 0.011432076719913467}. Best is trial 590 with value: 0.8162745702907286.
Trial 597 finished with value: 0.8161423251545346 and parameters: {'max_depth': 3, 'min_child_weight': 5, 'gamma': 0.13520665396423737, 'subsample': 0.6113621165671311, 'colsample_bytree': 0.6219359768844854, 'learning_rate': 0.014063231676002319, 'reg_alpha': 0.0008855449517823455, 'reg_lambda': 0.7824418134884658}. Best is trial 590 with value: 0.8162745702907286.
Trial 584 finished with value: -273.57372470299026 and parameters: {'max_depth': 10, 'min_child_weight': 2, 'gamma': 0.11475452210079318, 'subsample': 0.13731978098720932, 'colsample_bytree': 0.6409626521401315, 'learning_rate': 0.7241243850624346, 'reg_alpha': 0.00012092058574168729, 'reg_lambda': 1.0697742153450618}. Best is trial 590 with value: 0.8162745702907286.
Trial 598 finished with value: 0.7768653924743878 and parameters: {'max_depth': 8, 'min_child_weight': 3, 'gamma': 0.7514288200463406, 'subsample': 0.043627699234744854, 'colsample_bytree': 0.4301001909824933, 'learning_rate': 0.043249675743125215, 'reg_alpha': 0.15677009689898308, 'reg_lambda': 0.002096461664966251}. Best is trial 590 with value: 0.8162745702907286.
Trial 599 finished with value: 0.683042332366244 and parameters: {'max_depth': 3, 'min_child_weight': 3, 'gamma': 0.23338280923762766, 'subsample': 0.45343021142649986, 'colsample_bytree': 0.5592848621201221, 'learning_rate': 0.5081810657889941, 'reg_alpha': 0.000753233925746807, 'reg_lambda': 0.013646649759172052}. Best is trial 590 with value: 0.8162745702907286.
Trial 576 finished with value: 0.6667934417840848 and parameters: {'max_depth': 10, 'min_child_weight': 5, 'gamma': 0.3750681556500213, 'subsample': 0.8978279583141439, 'colsample_bytree': 0.3485793224089828, 'learning_rate': 0.3264097113726253, 'reg_alpha': 0.00041429020565672114, 'reg_lambda': 4.967884892707249}. Best is trial 590 with value: 0.8162745702907286.
Trial 572 finished with value: -14234032.4483369 and parameters: {'max_depth': 10, 'min_child_weight': 2, 'gamma': 0.9858469682418263, 'subsample': 0.20477313087049032, 'colsample_bytree': 0.884104784694895, 'learning_rate': 0.6704199959636404, 'reg_alpha': 0.03557509740012317, 'reg_lambda': 0.011219288365390712}. Best is trial 590 with value: 0.8162745702907286.
Trial 565 finished with value: 0.7440196477743444 and parameters: {'max_depth': 10, 'min_child_weight': 1, 'gamma': 0.7957915849165597, 'subsample': 0.773008901122422, 'colsample_bytree': 0.7174993081580971, 'learning_rate': 0.5343859904040018, 'reg_alpha': 0.02038885923508274, 'reg_lambda': 6.695249791328559}. Best is trial 590 with value: 0.8162745702907286.
Trial 593 finished with value: 0.515981883830061 and parameters: {'max_depth': 5, 'min_child_weight': 3, 'gamma': 0.9612390868419162, 'subsample': 0.4436792604120632, 'colsample_bytree': 0.734190729149865, 'learning_rate': 0.8600449998218834, 'reg_alpha': 0.0402273499421449, 'reg_lambda': 7.371174831894683}. Best is trial 590 with value: 0.8162745702907286.
Trial 580 finished with value: 0.7594289103032678 and parameters: {'max_depth': 8, 'min_child_weight': 3, 'gamma': 0.2769963609747018, 'subsample': 0.6450364092668152, 'colsample_bytree': 0.44820711358052645, 'learning_rate': 0.03789183188195, 'reg_alpha': 0.011775363805097522, 'reg_lambda': 0.21614946790674514}. Best is trial 590 with value: 0.8162745702907286.
Trial 604 finished with value: -1.4278911286094607 and parameters: {'max_depth': 3, 'min_child_weight': 3, 'gamma': 0.857607385607298, 'subsample': 0.06673801578976424, 'colsample_bytree': 0.6587676497249683, 'learning_rate': 0.7470220366480397, 'reg_alpha': 0.00871770292269081, 'reg_lambda': 3.1948283528332624}. Best is trial 590 with value: 0.8162745702907286.
Trial 587 finished with value: 0.5951049698022456 and parameters: {'max_depth': 9, 'min_child_weight': 1, 'gamma': 0.40018520674560754, 'subsample': 0.6004369811103766, 'colsample_bytree': 0.3009294188219658, 'learning_rate': 0.9438989535624038, 'reg_alpha': 0.008284982051379404, 'reg_lambda': 6.213732774791978}. Best is trial 590 with value: 0.8162745702907286.
Trial 601 finished with value: -10933185468.99535 and parameters: {'max_depth': 7, 'min_child_weight': 4, 'gamma': 0.7270344047060127, 'subsample': 0.09555926952594807, 'colsample_bytree': 0.8455459249389338, 'learning_rate': 0.8322023545847392, 'reg_alpha': 0.030669343621061097, 'reg_lambda': 0.0021648152547334427}. Best is trial 590 with value: 0.8162745702907286.
Trial 612 finished with value: 0.7449446792459236 and parameters: {'max_depth': 5, 'min_child_weight': 3, 'gamma': 0.36798496393548485, 'subsample': 0.02467219685462463, 'colsample_bytree': 0.9577950064628342, 'learning_rate': 0.058516105875434876, 'reg_alpha': 0.7708260272295983, 'reg_lambda': 0.34696475772065066}. Best is trial 590 with value: 0.8162745702907286.
Trial 607 finished with value: -1.4732049325791843e+20 and parameters: {'max_depth': 4, 'min_child_weight': 1, 'gamma': 0.020917299008809898, 'subsample': 0.01965914979852368, 'colsample_bytree': 0.2080681171178883, 'learning_rate': 0.6366384334544257, 'reg_alpha': 0.025316991097644792, 'reg_lambda': 0.06013680390450303}. Best is trial 590 with value: 0.8162745702907286.
Trial 621 finished with value: 0.7476445912884268 and parameters: {'max_depth': 1, 'min_child_weight': 4, 'gamma': 0.7759093536039875, 'subsample': 0.3301366421269445, 'colsample_bytree': 0.45032199589788136, 'learning_rate': 0.03679797968064036, 'reg_alpha': 0.04148132637032858, 'reg_lambda': 0.0010372419796614663}. Best is trial 590 with value: 0.8162745702907286.
Trial 592 finished with value: 0.6247546645131521 and parameters: {'max_depth': 9, 'min_child_weight': 5, 'gamma': 0.005674505709855726, 'subsample': 0.8294630595530804, 'colsample_bytree': 0.3719234220525631, 'learning_rate': 0.30213880679633476, 'reg_alpha': 0.3819776631564524, 'reg_lambda': 0.000730676847408766}. Best is trial 590 with value: 0.8162745702907286.
Trial 610 finished with value: 0.5764605208046423 and parameters: {'max_depth': 3, 'min_child_weight': 1, 'gamma': 0.3549269304555053, 'subsample': 0.846306664559482, 'colsample_bytree': 0.8693827078109679, 'learning_rate': 0.99847316185308, 'reg_alpha': 0.0005342904402508383, 'reg_lambda': 1.492287818623704}. Best is trial 590 with value: 0.8162745702907286.
Trial 617 finished with value: -0.9112115559069143 and parameters: {'max_depth': 10, 'min_child_weight': 5, 'gamma': 0.5607515472056638, 'subsample': 0.0803498103202257, 'colsample_bytree': 0.10658354207081744, 'learning_rate': 0.768204400493258, 'reg_alpha': 0.04045591363576215, 'reg_lambda': 0.6012385116864588}. Best is trial 590 with value: 0.8162745702907286.
Trial 615 finished with value: 0.72977744532327 and parameters: {'max_depth': 9, 'min_child_weight': 3, 'gamma': 0.6710114655241171, 'subsample': 0.10998995196064087, 'colsample_bytree': 0.04833751760568039, 'learning_rate': 0.14987446338046895, 'reg_alpha': 0.42334720909937473, 'reg_lambda': 0.00012869315208624224}. Best is trial 590 with value: 0.8162745702907286.
Trial 605 finished with value: 0.6165187434996521 and parameters: {'max_depth': 5, 'min_child_weight': 5, 'gamma': 0.6497507369924378, 'subsample': 0.2793580021328139, 'colsample_bytree': 0.9380976826020545, 'learning_rate': 0.2843016007070044, 'reg_alpha': 0.4465192983215937, 'reg_lambda': 0.010634993302501838}. Best is trial 590 with value: 0.8162745702907286.
Trial 596 finished with value: 0.34987383315466053 and parameters: {'max_depth': 9, 'min_child_weight': 2, 'gamma': 0.08591707679471972, 'subsample': 0.49059917960492794, 'colsample_bytree': 0.22115760238039572, 'learning_rate': 0.6880885740302652, 'reg_alpha': 0.3104574389890989, 'reg_lambda': 0.0021556806858381203}. Best is trial 590 with value: 0.8162745702907286.
Trial 628 finished with value: 0.6239076371129787 and parameters: {'max_depth': 10, 'min_child_weight': 2, 'gamma': 0.6750930039215299, 'subsample': 0.007591017333941741, 'colsample_bytree': 0.11920145683961947, 'learning_rate': 0.20258219287770418, 'reg_alpha': 0.00017375279794986696, 'reg_lambda': 0.4437243190785221}. Best is trial 590 with value: 0.8162745702907286.
Trial 600 finished with value: 0.6783714368547799 and parameters: {'max_depth': 8, 'min_child_weight': 5, 'gamma': 0.26104504775561577, 'subsample': 0.7109137288626304, 'colsample_bytree': 0.2464889292853505, 'learning_rate': 0.5046159164312707, 'reg_alpha': 0.012624538769656624, 'reg_lambda': 3.20728419197229}. Best is trial 590 with value: 0.8162745702907286.
Trial 609 finished with value: 0.6672233527969914 and parameters: {'max_depth': 7, 'min_child_weight': 2, 'gamma': 0.13269790429670614, 'subsample': 0.08490723239735387, 'colsample_bytree': 0.8288553661422022, 'learning_rate': 0.19695971206106822, 'reg_alpha': 5.16769251848596, 'reg_lambda': 0.13819034836376892}. Best is trial 590 with value: 0.8162745702907286.
Trial 603 finished with value: 0.6684842974992559 and parameters: {'max_depth': 10, 'min_child_weight': 1, 'gamma': 0.9891450717949407, 'subsample': 0.5213968082530214, 'colsample_bytree': 0.7131117579125444, 'learning_rate': 0.7146967600892571, 'reg_alpha': 5.251832946206195, 'reg_lambda': 2.371687747918577}. Best is trial 590 with value: 0.8162745702907286.
Trial 629 finished with value: 0.7881682303974096 and parameters: {'max_depth': 2, 'min_child_weight': 3, 'gamma': 0.3919010202870571, 'subsample': 0.6086816947416374, 'colsample_bytree': 0.604853151219071, 'learning_rate': 0.30067483405022977, 'reg_alpha': 1.8275282020851145, 'reg_lambda': 0.0007280470658219743}. Best is trial 590 with value: 0.8162745702907286.
Trial 635 finished with value: 0.7451801709439502 and parameters: {'max_depth': 1, 'min_child_weight': 4, 'gamma': 0.1666762048118181, 'subsample': 0.5778499230112616, 'colsample_bytree': 0.0028442566772589606, 'learning_rate': 0.21674468355401677, 'reg_alpha': 0.6237366803131015, 'reg_lambda': 0.2758941981867501}. Best is trial 590 with value: 0.8162745702907286.
Trial 632 finished with value: 0.6746174163868349 and parameters: {'max_depth': 2, 'min_child_weight': 1, 'gamma': 0.8901003905718113, 'subsample': 0.34669546236793625, 'colsample_bytree': 0.8456780093867016, 'learning_rate': 0.723374095806878, 'reg_alpha': 0.00011066916972988287, 'reg_lambda': 0.03535980787017163}. Best is trial 590 with value: 0.8162745702907286.
Trial 633 finished with value: 0.7866837317935688 and parameters: {'max_depth': 2, 'min_child_weight': 3, 'gamma': 0.9889061794951509, 'subsample': 0.9802773234507891, 'colsample_bytree': 0.3038994593283134, 'learning_rate': 0.7185650286558137, 'reg_alpha': 0.00014908239798518545, 'reg_lambda': 3.3191281544293227}. Best is trial 590 with value: 0.8162745702907286.
Trial 608 finished with value: 0.4673602265335065 and parameters: {'max_depth': 6, 'min_child_weight': 3, 'gamma': 0.11093802246202955, 'subsample': 0.7391038130097081, 'colsample_bytree': 0.5178691489891503, 'learning_rate': 0.5499457508341336, 'reg_alpha': 0.01574859797580392, 'reg_lambda': 0.031025110245947344}. Best is trial 590 with value: 0.8162745702907286.
Trial 638 finished with value: 0.7231875226344607 and parameters: {'max_depth': 1, 'min_child_weight': 2, 'gamma': 0.48546478858773456, 'subsample': 0.47930272827710163, 'colsample_bytree': 0.9454658319286651, 'learning_rate': 0.9525125703088249, 'reg_alpha': 0.18378693049773356, 'reg_lambda': 0.052632671530655484}. Best is trial 590 with value: 0.8162745702907286.
Trial 619 finished with value: 0.6037512240721289 and parameters: {'max_depth': 5, 'min_child_weight': 3, 'gamma': 0.7686860251933518, 'subsample': 0.9900380696910495, 'colsample_bytree': 0.7423047213132639, 'learning_rate': 0.626261513458038, 'reg_alpha': 0.00011286762014303714, 'reg_lambda': 0.8018457842406764}. Best is trial 590 with value: 0.8162745702907286.
Trial 623 finished with value: 0.5853156623311135 and parameters: {'max_depth': 5, 'min_child_weight': 5, 'gamma': 0.16058763619132654, 'subsample': 0.7568614261121323, 'colsample_bytree': 0.4377992826017314, 'learning_rate': 0.7023254942600822, 'reg_alpha': 5.779111574375225, 'reg_lambda': 0.005585631559160028}. Best is trial 590 with value: 0.8162745702907286.
Trial 620 finished with value: 0.7628366181932866 and parameters: {'max_depth': 6, 'min_child_weight': 2, 'gamma': 0.04520078058605681, 'subsample': 0.8537842489470491, 'colsample_bytree': 0.2866875874389079, 'learning_rate': 0.10853278045516945, 'reg_alpha': 0.5179471566293143, 'reg_lambda': 3.636368634064891}. Best is trial 590 with value: 0.8162745702907286.
Trial 606 finished with value: 0.6044061733130777 and parameters: {'max_depth': 7, 'min_child_weight': 3, 'gamma': 0.34845888738789754, 'subsample': 0.6661921422237923, 'colsample_bytree': 0.611425825273866, 'learning_rate': 0.19910174168612116, 'reg_alpha': 0.036998103217747096, 'reg_lambda': 0.010521799219507752}. Best is trial 590 with value: 0.8162745702907286.
Trial 613 finished with value: 0.3190683115191013 and parameters: {'max_depth': 7, 'min_child_weight': 2, 'gamma': 0.8752220148562614, 'subsample': 0.6034107431740089, 'colsample_bytree': 0.3122460738619085, 'learning_rate': 0.8319394713980499, 'reg_alpha': 0.00017237804791047723, 'reg_lambda': 0.041654518596693405}. Best is trial 590 with value: 0.8162745702907286.
Trial 611 finished with value: 0.5342139970458454 and parameters: {'max_depth': 8, 'min_child_weight': 3, 'gamma': 0.9628336037953592, 'subsample': 0.7856515962774082, 'colsample_bytree': 0.28118131154392056, 'learning_rate': 0.794738905773474, 'reg_alpha': 0.002317546872806819, 'reg_lambda': 1.5960436989200968}. Best is trial 590 with value: 0.8162745702907286.
Trial 618 finished with value: -279011.3964178519 and parameters: {'max_depth': 10, 'min_child_weight': 4, 'gamma': 0.3689022983706465, 'subsample': 0.28405125269729903, 'colsample_bytree': 0.5845785648651011, 'learning_rate': 0.9709328570950218, 'reg_alpha': 0.0002516347978628929, 'reg_lambda': 0.001227805647017619}. Best is trial 590 with value: 0.8162745702907286.
Trial 637 finished with value: -1.687357782765509 and parameters: {'max_depth': 3, 'min_child_weight': 2, 'gamma': 0.34507926312098447, 'subsample': 0.37987682881029483, 'colsample_bytree': 0.9870777296716383, 'learning_rate': 0.974814234972511, 'reg_alpha': 0.00031361156679771915, 'reg_lambda': 0.00033765598196954405}. Best is trial 590 with value: 0.8162745702907286.
Trial 646 finished with value: 0.7404786271476183 and parameters: {'max_depth': 1, 'min_child_weight': 5, 'gamma': 0.8271968943697681, 'subsample': 0.6772694763927242, 'colsample_bytree': 0.35328677939824193, 'learning_rate': 0.3653487321798349, 'reg_alpha': 0.06624972715691349, 'reg_lambda': 0.0016621283307698114}. Best is trial 590 with value: 0.8162745702907286.
Trial 616 finished with value: -1.9317343855050009 and parameters: {'max_depth': 10, 'min_child_weight': 5, 'gamma': 0.939705793972526, 'subsample': 0.41259146166281657, 'colsample_bytree': 0.8662058610422061, 'learning_rate': 0.9701541986476854, 'reg_alpha': 0.001478897482968193, 'reg_lambda': 0.12104678997976734}. Best is trial 590 with value: 0.8162745702907286.
Trial 636 finished with value: 0.7372185780296149 and parameters: {'max_depth': 9, 'min_child_weight': 4, 'gamma': 0.8271214487390527, 'subsample': 0.667539938543064, 'colsample_bytree': 0.0038583190119163557, 'learning_rate': 0.1658247072487944, 'reg_alpha': 0.024113495106860644, 'reg_lambda': 0.00010208268103241222}. Best is trial 590 with value: 0.8162745702907286.
Trial 630 finished with value: 0.7159712134522018 and parameters: {'max_depth': 6, 'min_child_weight': 5, 'gamma': 0.20784654850488338, 'subsample': 0.9965453849962174, 'colsample_bytree': 0.1747534602196631, 'learning_rate': 0.5334764320315455, 'reg_alpha': 0.03531969852899736, 'reg_lambda': 0.00027923591685000024}. Best is trial 590 with value: 0.8162745702907286.
Trial 624 finished with value: 0.7363516631427232 and parameters: {'max_depth': 7, 'min_child_weight': 5, 'gamma': 0.004603636066038086, 'subsample': 0.9421805859289729, 'colsample_bytree': 0.3266235706572277, 'learning_rate': 0.08088616214420807, 'reg_alpha': 0.00014006785481865123, 'reg_lambda': 0.03260390115154987}. Best is trial 590 with value: 0.8162745702907286.
Trial 648 finished with value: 0.5081153489303908 and parameters: {'max_depth': 10, 'min_child_weight': 1, 'gamma': 0.7392128476371027, 'subsample': 0.012834174052043457, 'colsample_bytree': 0.21769091800821905, 'learning_rate': 0.887367344229416, 'reg_alpha': 0.12246834055925328, 'reg_lambda': 7.070117351674514}. Best is trial 590 with value: 0.8162745702907286.
Trial 650 finished with value: 0.624119747255001 and parameters: {'max_depth': 1, 'min_child_weight': 3, 'gamma': 0.39486307910115037, 'subsample': 0.013491217238282172, 'colsample_bytree': 0.16109453917122452, 'learning_rate': 0.2298256650684789, 'reg_alpha': 0.32010988068348356, 'reg_lambda': 0.00032046208181337713}. Best is trial 590 with value: 0.8162745702907286.
Trial 622 finished with value: 0.6398612655873939 and parameters: {'max_depth': 7, 'min_child_weight': 4, 'gamma': 0.10866102634425823, 'subsample': 0.6672033001614543, 'colsample_bytree': 0.8388970753363032, 'learning_rate': 0.25014677196530155, 'reg_alpha': 1.088923046142765, 'reg_lambda': 2.0185690687679387}. Best is trial 590 with value: 0.8162745702907286.
Trial 626 finished with value: 0.6641991669100209 and parameters: {'max_depth': 10, 'min_child_weight': 3, 'gamma': 0.05902012961157388, 'subsample': 0.6874782982473253, 'colsample_bytree': 0.5900959932520641, 'learning_rate': 0.32833264820685537, 'reg_alpha': 4.5601340659298435, 'reg_lambda': 0.7423471145556634}. Best is trial 590 with value: 0.8162745702907286.
Trial 614 finished with value: -13.429711470178045 and parameters: {'max_depth': 8, 'min_child_weight': 3, 'gamma': 0.40583844716807393, 'subsample': 0.7404972234641004, 'colsample_bytree': 0.9793000410789577, 'learning_rate': 0.00023877440552555473, 'reg_alpha': 0.011717410155611207, 'reg_lambda': 0.0010062864000056455}. Best is trial 590 with value: 0.8162745702907286.
Trial 655 finished with value: 0.7355249101467651 and parameters: {'max_depth': 1, 'min_child_weight': 2, 'gamma': 0.7040179394053886, 'subsample': 0.4345545144423686, 'colsample_bytree': 0.4348604373269105, 'learning_rate': 0.3798303926444567, 'reg_alpha': 8.57470147225818, 'reg_lambda': 0.00029138111646735747}. Best is trial 590 with value: 0.8162745702907286.
Trial 641 finished with value: 0.5948354782076817 and parameters: {'max_depth': 4, 'min_child_weight': 3, 'gamma': 0.6929649819850221, 'subsample': 0.6882920278615606, 'colsample_bytree': 0.6339747722953035, 'learning_rate': 0.4061345000733183, 'reg_alpha': 0.41894459710540943, 'reg_lambda': 0.000392357102216493}. Best is trial 590 with value: 0.8162745702907286.
Trial 625 finished with value: 0.48774587594157104 and parameters: {'max_depth': 10, 'min_child_weight': 3, 'gamma': 0.5494540476881765, 'subsample': 0.6960047810324967, 'colsample_bytree': 0.30128684511677484, 'learning_rate': 0.8483620354919915, 'reg_alpha': 0.0010116057715407077, 'reg_lambda': 0.5357051120673985}. Best is trial 590 with value: 0.8162745702907286.
Trial 627 finished with value: -8434806.62008696 and parameters: {'max_depth': 8, 'min_child_weight': 2, 'gamma': 0.5723091558508159, 'subsample': 0.20685520044079841, 'colsample_bytree': 0.6588580248461572, 'learning_rate': 0.7229508407048152, 'reg_alpha': 0.0015327704312845113, 'reg_lambda': 0.06842865818866557}. Best is trial 590 with value: 0.8162745702907286.
Trial 651 finished with value: 0.751070303215812 and parameters: {'max_depth': 6, 'min_child_weight': 2, 'gamma': 0.7768249956180866, 'subsample': 0.019871980060777505, 'colsample_bytree': 0.9466187907097172, 'learning_rate': 0.06498495084914646, 'reg_alpha': 0.1889123303112349, 'reg_lambda': 0.0005720481549226733}. Best is trial 590 with value: 0.8162745702907286.
Trial 659 finished with value: 0.743743311680758 and parameters: {'max_depth': 1, 'min_child_weight': 3, 'gamma': 0.4634905218426062, 'subsample': 0.8254854894001787, 'colsample_bytree': 0.3708479458805125, 'learning_rate': 0.16571924053190012, 'reg_alpha': 0.18045153638019643, 'reg_lambda': 0.010269432423280427}. Best is trial 590 with value: 0.8162745702907286.
Trial 642 finished with value: 0.5315590716243253 and parameters: {'max_depth': 4, 'min_child_weight': 3, 'gamma': 0.43906610730613294, 'subsample': 0.8593717990887964, 'colsample_bytree': 0.9564655284409502, 'learning_rate': 0.5416528838676701, 'reg_alpha': 1.185707237892084, 'reg_lambda': 0.0010097746905063255}. Best is trial 590 with value: 0.8162745702907286.
Trial 660 finished with value: 0.7389118715621803 and parameters: {'max_depth': 1, 'min_child_weight': 4, 'gamma': 0.6070637784475342, 'subsample': 0.7864366925692051, 'colsample_bytree': 0.46663935932712564, 'learning_rate': 0.45749613072037565, 'reg_alpha': 0.023566836067501592, 'reg_lambda': 0.8002034174188314}. Best is trial 590 with value: 0.8162745702907286.
Trial 652 finished with value: 0.754653511291208 and parameters: {'max_depth': 3, 'min_child_weight': 5, 'gamma': 0.588805334630312, 'subsample': 0.7020257873882243, 'colsample_bytree': 0.19552724614616512, 'learning_rate': 0.7949159491260841, 'reg_alpha': 1.7637926417723602, 'reg_lambda': 0.0011627624026648955}. Best is trial 590 with value: 0.8162745702907286.
Trial 634 finished with value: 0.4565058784623422 and parameters: {'max_depth': 7, 'min_child_weight': 3, 'gamma': 0.07718976107088649, 'subsample': 0.6247608826005948, 'colsample_bytree': 0.3486190089222049, 'learning_rate': 0.7366376287142568, 'reg_alpha': 0.03267525607873626, 'reg_lambda': 0.36754544772691505}. Best is trial 590 with value: 0.8162745702907286.
Trial 653 finished with value: 0.7931003379806209 and parameters: {'max_depth': 8, 'min_child_weight': 5, 'gamma': 0.8846585129089586, 'subsample': 0.09685861223990266, 'colsample_bytree': 0.9288543956436357, 'learning_rate': 0.11075146331884733, 'reg_alpha': 2.4644633448693205, 'reg_lambda': 3.004864824954242}. Best is trial 590 with value: 0.8162745702907286.
Trial 640 finished with value: -2.757014096348803 and parameters: {'max_depth': 6, 'min_child_weight': 1, 'gamma': 0.5892242139260196, 'subsample': 0.38536860907314463, 'colsample_bytree': 0.26815611217254487, 'learning_rate': 0.8045959241433637, 'reg_alpha': 0.0589387090631984, 'reg_lambda': 0.029081601340682578}. Best is trial 590 with value: 0.8162745702907286.
Trial 663 finished with value: 0.740273865924 and parameters: {'max_depth': 1, 'min_child_weight': 1, 'gamma': 0.29542513426758854, 'subsample': 0.8512928607806513, 'colsample_bytree': 0.20934032099927902, 'learning_rate': 0.5417222052705651, 'reg_alpha': 3.3107578835703912, 'reg_lambda': 0.0026631911327725144}. Best is trial 590 with value: 0.8162745702907286.
Trial 656 finished with value: 0.7361749162427798 and parameters: {'max_depth': 5, 'min_child_weight': 5, 'gamma': 0.9157013340758413, 'subsample': 0.764602542645922, 'colsample_bytree': 0.04244013883350617, 'learning_rate': 0.9337244758770318, 'reg_alpha': 2.8800865950855754, 'reg_lambda': 7.405568017829802}. Best is trial 590 with value: 0.8162745702907286.
Trial 631 finished with value: 0.378560443522061 and parameters: {'max_depth': 8, 'min_child_weight': 3, 'gamma': 0.07079668625683655, 'subsample': 0.6620197593406522, 'colsample_bytree': 0.4547830288096629, 'learning_rate': 0.8781573326005608, 'reg_alpha': 0.0003217307787907194, 'reg_lambda': 0.0058124901502555}. Best is trial 590 with value: 0.8162745702907286.
Trial 639 finished with value: 0.5427688266184157 and parameters: {'max_depth': 6, 'min_child_weight': 4, 'gamma': 0.8200197614526171, 'subsample': 0.8948974110152272, 'colsample_bytree': 0.508910847308386, 'learning_rate': 0.8657040134261151, 'reg_alpha': 0.002055569999464903, 'reg_lambda': 1.8501185992362308}. Best is trial 590 with value: 0.8162745702907286.
Trial 645 finished with value: 0.6510288782128089 and parameters: {'max_depth': 5, 'min_child_weight': 1, 'gamma': 0.43290696628178893, 'subsample': 0.9016891710072638, 'colsample_bytree': 0.6910287071527753, 'learning_rate': 0.17477620253008563, 'reg_alpha': 1.1603302896495389, 'reg_lambda': 0.011069599268536488}. Best is trial 590 with value: 0.8162745702907286.
Trial 658 finished with value: 0.6527120278517805 and parameters: {'max_depth': 3, 'min_child_weight': 3, 'gamma': 0.7545781528529829, 'subsample': 0.37311677000414656, 'colsample_bytree': 0.9656459613251683, 'learning_rate': 0.4316548345237351, 'reg_alpha': 0.016006168026349757, 'reg_lambda': 0.0007373889367272537}. Best is trial 590 with value: 0.8162745702907286.
Trial 647 finished with value: 0.6204517328289778 and parameters: {'max_depth': 10, 'min_child_weight': 3, 'gamma': 0.934577256521325, 'subsample': 0.2057164206714489, 'colsample_bytree': 0.2281545016840575, 'learning_rate': 0.4385150765216129, 'reg_alpha': 7.728536351331473, 'reg_lambda': 0.0004493186668695892}. Best is trial 590 with value: 0.8162745702907286.
Trial 643 finished with value: 0.06684079185774933 and parameters: {'max_depth': 7, 'min_child_weight': 5, 'gamma': 0.3892842486729592, 'subsample': 0.24806133845696732, 'colsample_bytree': 0.9405594969640781, 'learning_rate': 0.6042489762762505, 'reg_alpha': 0.25187544809342066, 'reg_lambda': 0.01564850673984982}. Best is trial 590 with value: 0.8162745702907286.
Trial 671 finished with value: 0.5780438721249064 and parameters: {'max_depth': 2, 'min_child_weight': 4, 'gamma': 0.9491622305318931, 'subsample': 0.013463439530936538, 'colsample_bytree': 0.5243857045554844, 'learning_rate': 0.4218045616775944, 'reg_alpha': 0.13296135491321773, 'reg_lambda': 0.00023058004464879045}. Best is trial 590 with value: 0.8162745702907286.
Trial 654 finished with value: 0.7041274050208989 and parameters: {'max_depth': 8, 'min_child_weight': 2, 'gamma': 0.7314545680709031, 'subsample': 0.3977042180752136, 'colsample_bytree': 0.004527725418715933, 'learning_rate': 0.8995314201857397, 'reg_alpha': 0.001878147645568724, 'reg_lambda': 0.001614738060874557}. Best is trial 590 with value: 0.8162745702907286.
